x1,x2,y
11.6999,21.0356,10
16.7415,11.8793,2
17.8731,15.143,14
6.8492,28.3956,20
16.3459,8.5696,13
11.4814,24.4327,28
15.6007,18.9518,8
25.4148,27.2663,23
13.8297,18.9058,8
23.3448,16.4908,26
6.1247,10.6741,30
27.2571,22.6479,24
23.3908,9.2251,11
26.6131,11.5734,6
17.1877,11.9828,2
25.6931,15.4443,12
18.1054,25.9783,9
24.3637,26.8707,23
23.6668,7.5024,25
22.1718,12.0035,27
21.5485,27.747,7
9.4413,23.055,21
13.073,21.5301,10
27.2479,10.1842,6
20.203,19.9592,15
22.0568,5.782,25
5.0552,18.5217,31
22.5421,5.874,25
7.5668,20.5986,21
26.6775,21.4588,24
28.1173,17.7259,18
28.5014,21.9326,24
15.0004,9.1791,13
25.8518,18.6183,18
9.4689,23.4667,28
4.7424,20.41,5
23.2436,13.487,27
21.9602,8.3764,11
8.7559,21.7716,21
14.9314,7.9095,13
5.9016,20.1225,5
27.103,21.3277,24
18.3837,24.6167,9
14.7221,19.1864,8
22.0706,16.063,26
18.0433,25.8334,9
10.1244,25.0031,28
25.7138,28.7935,23
20.4813,19.0162,15
17.8363,11.8563,2
16.1895,9.968,2
4.8321,28.1035,20
27.0432,9.6,6
21.905,12.4359,27
11.8862,20.8746,10
6.8768,10.4303,3
26.3095,14.5404,12
24.3798,8.1648,11
15.1729,9.4965,13
27.4963,17.4062,18
8.9491,9.7863,3
19.0277,25.9691,9
22.9308,13.2455,27
22.4455,11.9138,27
16.0216,9.6667,13
26.0404,23.8761,4
24.2441,27.6481,23
12.1714,15.4052,17
6.2052,15.6674,31
17.6822,24.6949,9
13.2386,19.5958,8
4.5354,15.8491,31
21.9556,16.0653,26
17.7328,11.6562,2
28.092,22.8411,24
4.7723,19.8373,5
9.3125,15.1016,16
8.5029,9.1791,3
26.6108,22.1097,24
17.1187,10.4602,13
24.8191,24.9778,4
28.2346,10.4165,6
18.0732,25.447,9
19.8971,19.3244,15
21.583,3.7925,25
5.184,20.5963,5
4.7562,17.8777,31
22.9354,15.3661,26
5.897,10.2325,30
8.8663,20.6929,21
11.4745,7.415,19
27.3376,14.6301,12
28.1196,18.2365,18
15.2534,20.9712,29
15.5984,9.8553,13
13.4203,13.5146,17
15.4903,21.3415,29
7.783,14.775,16
15.9664,9.991,13
25.8035,6.1937,1
22.2523,7.599,11
9.6184,25.3987,28
21.8222,27.1835,7
10.5108,14.9912,16
16.1205,8.9905,13
21.215,27.241,7
21.5922,26.873,7
26.344,5.9522,1
11.0122,25.3412,28
25.5252,21.5439,24
26.7718,10.267,6
25.7759,28.6923,23
26.3095,15.8422,12
15.6352,21.3944,29
11.9759,20.8769,10
8.5834,21.8636,21
23.5794,16.8703,26
6.5939,28.1771,20
25.0491,6.0603,1
7.8474,21.1046,21
8.2913,9.4229,3
21.997,10.0048,11
24.435,8.5811,11
26.7051,23.3057,24
11.3641,15.1913,17
10.4303,23.4759,28
25.4815,29.3616,23
10.4004,9.9749,3
14.4185,9.3102,13
27.7447,10.9708,6
16.661,25.447,9
15.764,8.9169,13
11.8264,14.3656,17
20.5227,19.4578,15
27.3537,21.5945,24
14.9406,27.6757,22
10.2762,24.6512,28
26.0105,6.8377,1
15.6421,21.5025,29
20.6837,20.3916,15
7.2264,28.4278,20
12.061,8.3465,19
23.8278,12.7579,27
15.5409,9.347,13
5.8418,27.4595,20
20.3456,19.0553,15
28.6693,17.4775,18
22.2868,10.52,27
3.896,20.065,5
13.3513,18.5585,8
10.4579,13.5376,17
22.963,4.5193,25
26.2543,10.3314,6
20.3502,19.6694,15
27.2387,22.3006,24
13.786,18.5217,8
22.9032,11.5274,27
10.3958,23.4368,28
18.0387,25.5459,9
15.8974,21.4841,29
16.4793,14.9981,14
22.5421,9.6506,11
11.7919,8.0613,19
21.4588,27.4227,7
27.1881,17.6339,18
15.051,19.007,8
17.2061,24.5753,9
5.2484,9.4206,30
21.7187,12.2818,27
25.677,5.9085,1
15.8721,12.8867,14
10.5982,24.7616,28
12.1553,14.4047,17
27.1697,22.112,24
26.482,9.6644,6
11.7275,7.484,19
27.2433,12.5624,6
18.6091,25.4884,9
25.6195,29.8538,23
27.4986,10.4234,6
22.0729,5.2691,25
13.2501,26.5096,22
23.4759,16.8151,26
24.8513,23.4322,4
11.9851,9.6345,19
14.9429,21.4496,29
6.1247,20.088,5
21.2311,5.9867,25
22.4133,8.4132,11
5.092,27.5538,20
16.9669,8.519,13
8.6823,9.0986,3
5.4324,27.5009,20
23.7933,8.2821,11
12.8292,22.986,10
8.6225,22.2132,21
21.8222,10.9639,27
14.3587,26.7994,22
5.7406,15.9641,31
4.6596,11.0214,30
18.1675,25.7506,9
19.3313,19.6372,15
22.4432,4.0892,25
27.3123,10.2532,6
3.7488,26.0611,20
26.6614,21.4542,24
15.9503,13.7331,14
15.8169,21.7762,29
14.4737,25.5712,22
16.6265,15.0855,14
21.2794,27.6389,7
9.8829,8.772,19
9.3125,20.8309,21
5.989,26.2382,20
10.1221,15.1177,16
14.3587,18.225,8
13.7262,18.3699,8
15.8882,22.595,29
23.8692,23.8531,4
22.9906,18.3239,26
4.6251,27.8045,20
26.7925,14.2345,12
27.1352,18.3906,18
24.9433,24.0003,4
20.6791,26.9512,7
21.9579,11.3549,27
18.0847,25.8288,9
14.177,21.3622,29
16.2148,8.3258,13
20.6814,26.8477,7
22.9768,8.2591,11
21.7003,27.2571,7
6.1592,21.0908,5
8.611,21.5255,21
11.1134,21.4335,10
9.0641,21.8015,21
12.4037,14.4093,17
16.2953,15.2189,14
23.5656,8.7375,11
25.2538,5.5727,1
7.7508,10.9478,3
18.5125,11.8425,2
3.9604,21.5669,5
15.5731,21.2449,29
26.6384,13.4042,12
23.952,17.282,26
4.3491,20.2697,5
21.5761,7.8773,11
21.6083,7.2655,11
28.3542,16.6564,18
22.3558,16.224,26
23.1539,11.417,27
13.6963,18.7977,8
21.4864,19.7039,15
20.0857,6.1937,25
13.9631,27.5032,22
7.3713,15.4029,16
26.6959,21.6589,24
22.7146,12.0081,27
14.6807,25.7828,22
17.7558,12.1231,2
22.6364,6.8653,25
9.1814,25.3895,28
16.6196,13.7768,14
27.149,14.3058,12
23.2505,5.1886,25
14.7819,26.643,22
16.224,14.5174,14
13.7538,27.9471,22
16.6334,13.4295,14
27.126,6.1109,1
7.691,11.969,3
19.7016,17.9766,15
23.8025,26.9719,23
13.4686,26.9489,22
14.2897,16.8427,8
22.2569,5.9798,25
27.4135,22.3443,24
4.563,10.7086,30
4.1237,10.2187,30
18.2411,25.0583,9
10.9639,24.964,28
13.1765,14.6922,17
15.8008,21.5738,29
14.1448,17.9214,8
27.5423,16.4609,18
27.0455,22.5789,24
23.354,7.7577,11
13.3375,19.4164,8
9.5839,25.4516,28
14.0344,19.0507,8
15.8468,22.8572,29
16.3206,16.1596,14
10.6741,14.2184,17
21.5692,4.5561,25
9.9611,24.4396,28
6.6008,27.8275,20
26.1899,28.0414,23
27.3169,9.117,6
17.3924,20.8516,29
25.8058,24.6328,4
6.2696,27.3215,20
13.0615,26.965,22
25.2308,25.3205,4
16.4931,9.3056,13
4.3192,20.1708,5
10.9938,8.7145,19
14.8716,17.9076,8
20.7021,19.7545,15
17.8984,9.945,2
8.1993,9.7863,3
3.9811,10.7615,30
15.5823,13.8297,14
26.4015,24.6006,4
23.2252,29.2466,23
21.5347,5.2714,25
11.7459,15.166,17
27.0225,22.4984,24
24.1498,24.6788,4
7.8152,15.649,16
21.7808,12.1047,27
24.6581,5.9936,1
25.9415,23.883,4
12.8177,14.7014,17
16.6196,15.0165,14
7.6726,22.1212,21
14.8532,8.9238,13
12.1323,20.9252,10
26.6959,10.2394,6
24.9249,13.7607,12
8.5098,22.0315,21
26.7534,14.9383,12
5.2898,19.7545,5
18.0801,26.0887,9
21.9142,15.9963,26
22.9492,14.7543,26
27.4296,9.7426,6
15.3086,14.89,14
6.0741,17.696,31
19.5222,27.5147,7
12.7142,21.1782,10
27.2571,16.9623,18
4.6527,9.4068,30
9.9634,7.8497,19
26.2635,28.6946,23
10.2762,24.4235,28
27.0662,16.6311,18
6.7802,16.983,31
10.8213,20.6561,10
22.7652,12.7142,27
12.4382,22.0959,10
24.2947,13.4318,12
4.6872,11.7666,30
12.1461,7.7554,19
4.8758,20.4468,5
15.7594,9.6828,13
12.8131,8.0498,19
11.7413,22.1488,10
14.5611,26.9167,22
24.9065,26.6867,23
16.0101,14.7612,14
23.0527,5.1702,25
10.589,23.8531,28
24.0946,11.9874,27
26.9972,17.1831,18
22.5743,8.5374,11
27.9287,10.9938,6
9.4114,24.4695,28
15.6306,9.2182,13
14.4737,26.965,22
13.4134,26.7672,22
4.1904,21.2265,5
11.0214,21.6589,10
27.0478,17.8271,18
18.3607,26.3762,9
14.1195,25.7161,22
14.384,9.9542,13
26.2221,21.675,24
25.2607,27.3514,23
25.4401,24.4189,4
25.4194,26.6568,23
22.6525,28.1564,7
25.9139,17.949,18
26.4084,12.6866,6
14.9268,10.3843,13
13.9447,17.88,8
4.908,29.2995,20
11.8563,25.9346,28
21.2679,19.1979,15
15.7502,21.8912,29
27.9632,16.0469,18
24.8007,4.4158,1
7.9923,19.4601,21
6.4237,17.4706,31
20.5687,27.4618,7
22.2707,5.5773,25
11.509,8.7743,19
5.1173,16.7461,31
22.5904,8.4201,11
5.2576,27.5492,20
6.2719,27.4687,20
25.9668,25.079,4
26.3371,18.1192,18
26.6614,7.3414,1
16.9048,13.8964,14
26.5165,22.5467,24
25.4838,7.0148,1
29.5939,9.738,6
13.924,19.3888,8
12.6498,18.5792,8
6.0442,17.0934,31
11.0536,8.289,19
4.3652,25.9622,20
14.062,18.7701,8
12.8545,19.1473,8
14.5657,23.1976,29
17.3625,12.0035,2
18.4067,26.4038,9
15.7824,8.5811,13
15.3293,8.6685,13
18.2158,26.4751,9
13.464,18.4964,8
24.0325,26.4337,23
18.3883,10.0025,2
27.1628,16.73,18
14.9291,23.4138,29
10.6258,24.2096,28
10.9501,8.6156,19
5.0644,27.5676,20
11.3733,8.2315,19
23.5472,8.9767,11
26.8132,17.7052,18
26.4245,14.9176,12
19.7476,19.1013,15
15.6536,13.4456,14
26.0197,10.9317,6
12.7326,22.1971,10
26.9535,15.5133,12
7.7094,14.637,16
21.3852,19.5659,15
5.8878,16.3781,31
26.4498,6.6997,1
16.0607,9.1584,13
9.4781,14.5979,16
10.0669,26.0749,28
14.6439,11.1433,13
23.0895,16.3666,26
14.4116,9.485,13
14.637,19.6464,8
11.7459,14.154,17
5.4048,27.8114,20
4.793,20.364,5
14.6945,8.6938,13
8.519,22.8986,28
7.9302,14.6876,16
8.9238,20.2444,21
23.1447,14.9705,26
7.2816,10.2831,3
9.5563,21.7555,21
26.8776,18.6896,18
12.8844,22.0706,10
26.3118,16.2907,18
10.474,8.588,19
27.8689,21.7693,24
16.6863,13.8642,14
12.6866,22.0131,10
12.0679,20.8286,10
25.5321,10.566,6
17.9191,25.4401,9
16.5023,25.2423,9
11.3066,20.847,10
11.6171,15.718,17
24.7938,28.7429,23
17.3441,25.9898,9
11.9713,8.1694,19
5.7935,17.4499,31
22.8963,16.2585,26
24.3338,5.1679,1
16.8105,21.8291,29
20.6377,19.3934,15
5.9821,9.4137,30
22.7514,11.2008,27
23.9842,8.6984,11
4.54,9.278,30
11.1111,20.8286,10
17.2038,11.7689,2
14.2115,25.9898,22
25.2538,5.5681,1
22.2224,8.2131,11
16.4701,14.0137,14
14.3909,22.1925,29
11.0904,14.6163,17
4.3629,28.2208,20
22.0936,6.1063,25
15.6398,11.2284,2
5.9453,16.7967,31
12.4819,13.6871,17
5.644,10.6327,30
16.7806,14.6163,14
23.0159,5.9131,25
26.4245,10.2923,6
15.5846,22.5053,29
24.5316,23.8071,4
22.6042,8.8387,11
14.9613,21.2081,29
20.686,27.7884,7
9.2274,14.8233,16
25.6954,5.9867,1
10.4395,24.0164,28
14.7658,8.7237,13
24.8973,7.1919,1
4.2916,9.1492,30
23.2988,16.385,26
9.0756,9.3723,3
7.9624,16.04,16
7.3414,16.8197,31
25.8955,5.4393,1
12.4382,8.5857,19
6.173,19.3359,5
26.9213,14.5473,12
25.2814,7.5461,1
15.189,9.1975,13
25.1434,23.7036,4
12.1714,20.7826,10
7.3966,16.1987,16
15.0901,21.3346,29
25.7115,10.0508,6
8.7674,15.2534,16
22.7721,8.151,11
27.3445,11.2123,6
17.1348,10.2601,13
22.5835,8.5029,11
25.2653,6.2466,1
24.8996,27.3928,23
11.4009,13.6963,17
15.9181,11.4124,2
18.0479,26.1669,9
26.0243,7.5576,1
21.767,6.2696,25
5.4416,18.4987,31
15.5892,10.2141,13
24.1498,8.7904,11
18.5194,24.7731,9
16.1067,14.4208,14
26.712,24.5224,4
16.0354,23.2482,29
11.1686,15.5133,17
9.8162,23.8945,28
14.1379,18.9909,8
22.9837,6.2075,25
26.0312,10.06,6
22.9193,16.4195,26
4.7447,26.8132,20
6.3317,27.4365,20
10.1313,25.0284,28
5.4899,10.957,30
5.2829,10.1911,30
20.2053,27.6596,7
5.1058,11.5274,30
13.8136,25.9277,22
3.5556,26.9305,20
18.1169,24.5063,9
4.3974,8.7605,30
4.3422,11.5504,30
7.8267,15.35,16
23.7266,26.1094,4
7.8888,15.1039,16
15.4742,21.9694,29
21.8843,16.0285,26
27.8781,16.7806,18
25.9139,23.2183,24
5.138,27.678,20
26.114,21.3047,24
17.7305,25.3803,9
24.9571,15.0303,12
16.96,10.6373,2
9.393,9.4735,3
8.3672,14.8762,16
5.2484,17.6615,31
22.4547,6.2811,25
4.3307,17.2567,31
17.4913,10.428,2
22.9216,11.6309,27
5.4255,11.8103,30
25.4838,4.9333,1
10.8374,14.2989,17
16.0676,10.8121,2
15.3799,21.3116,29
22.5674,13.0707,27
19.5682,19.881,15
8.2959,15.6973,16
11.0329,7.3391,19
28.1518,10.5453,6
15.1729,22.8503,29
8.4983,16.224,16
4.954,8.9307,30
22.3811,15.9434,26
9.9082,24.849,28
26.9213,11.9966,6
20.9275,26.0404,7
24.1475,16.7208,26
22.9308,16.0814,26
18.3791,25.447,9
12.0725,13.3904,17
21.8475,6.7549,25
18.6574,26.4521,9
8.4914,10.2233,3
5.5773,9.5034,30
26.0542,23.1378,24
17.1026,13.1719,2
26.7373,4.4756,1
27.0869,9.3033,6
9.2136,13.7607,16
23.1194,5.621,25
20.4077,27.678,7
18.1491,25.7253,9
15.6766,22.2086,29
11.7735,8.1878,19
9.3815,21.6796,21
16.4103,14.3909,14
22.1603,28.483,7
14.1885,27.6826,22
4.5676,19.9776,5
23.2206,6.8515,11
14.1655,27.2617,22
9.8829,14.5289,16
8.4086,15.7893,16
19.6924,24.5293,9
14.3426,19.7062,8
17.4637,10.8213,2
14.2391,19.5521,8
13.8458,19.3543,8
8.3557,10.152,3
5.897,28.5336,20
4.5653,10.566,30
15.6467,21.1575,29
5.3864,20.8355,5
20.8999,27.8873,7
8.0774,10.6695,3
21.997,10.8144,27
6.8906,16.0952,31
23.7197,23.4483,4
28.0805,10.5315,6
25.1963,27.2479,23
24.8007,24.5017,4
14.6761,7.898,13
6.1638,19.766,5
16.2838,22.4271,29
11.7666,21.4519,10
25.539,6.3777,1
22.5651,6.0718,25
10.7776,24.4902,28
27.1812,6.2972,1
26.6476,9.2412,6
28.2622,18.8943,18
23.9037,7.9808,11
27.6757,9.5816,6
17.0336,25.3665,9
11.0122,25.0905,28
17.3349,15.1798,14
24.3154,24.2188,4
8.5236,14.3472,16
8.8042,10.3015,3
26.0634,14.7336,12
14.0781,17.9214,8
21.6405,28.5359,7
26.6936,8.9675,6
9.2596,24.2211,28
23.5955,5.3795,25
21.7072,15.4374,26
22.5214,15.9871,26
12.9097,19.2071,8
22.3075,26.2497,7
16.4885,14.683,14
23.1723,11.2399,27
11.1088,21.5784,10
9.3378,15.5018,16
23.3609,5.6601,1
10.8949,9.9036,19
17.213,14.0137,14
12.912,13.878,17
24.4649,7.2471,1
4.6458,27.6711,20
25.8794,15.0211,12
8.3189,9.0365,3
17.4982,11.9552,2
13.1742,27.0156,22
27.0478,10.4809,6
21.6175,27.5538,7
6.5134,21.4151,5
4.2042,20.9942,5
6.1891,18.1169,31
6.3156,26.7856,20
5.7222,10.5177,30
11.6631,8.2039,19
11.1341,21.0655,10
18.2894,26.7166,9
8.772,20.778,21
26.0749,14.5151,12
8.6938,21.0011,21
7.1321,19.7384,5
20.5089,19.2945,15
27.3698,10.2279,6
14.2092,26.1485,22
10.175,25.1779,28
9.301,16.2976,16
4.9885,10.6557,30
25.2906,14.9567,12
25.2998,13.5905,12
16.2401,21.6934,29
